crash_id,year,make,model,vehicle_class,test_type,mass_kg,velocity_kmh,angle_deg,a_pillar_thickness_mm,crumple_zone_length_m,yield_strength_mpa,section_height_mm,section_width_mm,hic,chest_g,intrusion_m,fatality_prob,ais_severity,crush_m,energy_absorbed_j,kinetic_energy_j,p_critical_n
NHTSA-2007-RO-0254,2007,Nissan,Altima,sedan,rollover,1254.8,40.8,25.7,1.43,0.842,370.4,148.4,112.2,698.04,37.85,0.0057,0.0063,1,0.1953,73344.7,80586.0,11265716.9
NHTSA-2016-SI-0255,2016,Chevrolet,Equinox,suv,side,2177.9,49.8,94.0,1.47,1.043,494.4,167.0,123.6,1147.0,41.0,0.2228,0.6088,5,0.2899,180010.0,208382.7,27200772.2
NHTSA-2006-FR-0256,2006,Nissan,Altima,sedan,frontal,1415.3,63.2,7.9,1.18,0.784,357.0,168.9,102.3,889.16,31.8,0.1199,0.0274,2,0.6175,190797.7,218096.0,10844006.0
NHTSA-2022-RO-0257,2022,Ford,F-150,truck,rollover,2680.8,47.5,39.0,1.44,0.713,397.6,159.4,127.4,661.22,30.01,0.0,0.0029,1,0.346,197491.9,233354.7,20431778.7
NHTSA-2013-SI-0258,2013,Tesla,Model 3,ev,side,2407.0,36.3,89.7,1.19,0.917,418.3,150.9,112.8,485.11,26.42,0.2655,0.9367,5,0.2412,107648.9,122364.2,21225807.8
NHTSA-2000-FR-0259,2000,Toyota,Tundra,truck,frontal,2149.8,47.6,0.6,1.3,0.913,382.4,150.4,119.6,720.26,32.48,0.0494,0.0052,1,0.3422,155219.1,187921.7,7448564.6
NHTSA-2010-SI-0260,2010,Chevrolet,Bolt,ev,side,2014.0,51.8,89.6,1.22,0.95,450.0,168.1,128.7,1138.02,42.29,0.316,0.9978,5,0.3119,177936.3,208489.4,28560518.1
NHTSA-2020-FR-0261,2020,Tesla,Model Y,ev,frontal,2237.3,60.4,8.9,1.18,1.061,435.1,163.9,114.2,717.78,30.15,0.0797,0.0079,1,0.5628,279381.2,314893.1,5936380.6
NHTSA-2001-SI-0262,2001,Honda,Accord,sedan,side,1504.6,52.4,87.8,1.24,0.962,496.6,160.4,109.7,1407.46,45.41,0.3499,0.9998,5,0.3062,133358.8,159385.4,22714011.5
NHTSA-2010-SI-0263,2010,Tesla,Model 3,ev,side,1805.4,45.9,86.9,1.17,1.025,463.7,166.6,122.7,974.67,41.65,0.3068,0.9958,5,0.2472,129962.0,146745.2,22308849.7
NHTSA-2005-FR-0264,2005,Chevrolet,Equinox,suv,frontal,2135.4,59.8,9.1,1.5,0.83,448.3,153.9,120.9,1201.63,47.52,0.0471,0.0272,3,0.4157,246425.9,294609.4,11007311.2
NHTSA-2019-SI-0265,2019,Hyundai,Ioniq 5,ev,side,2381.1,59.9,88.3,1.42,0.999,512.7,157.2,121.5,1708.25,46.98,0.2346,0.7532,5,0.3665,264056.3,329606.9,24608282.6
NHTSA-2016-FR-0266,2016,Honda,Accord,sedan,frontal,1637.8,64.9,5.2,1.21,0.729,499.8,148.8,101.7,1179.1,38.74,0.1228,0.0385,3,0.5273,229227.3,266143.1,9493618.6
NHTSA-2021-FR-0267,2021,GMC,Sierra,truck,frontal,2250.4,48.5,5.5,1.49,0.718,416.3,150.6,123.9,696.2,35.65,0.056,0.0068,1,0.2955,174713.5,204224.7,14144332.5
NHTSA-2002-RO-0268,2002,Chevrolet,Bolt,ev,rollover,2436.5,43.4,33.5,1.44,1.046,451.5,176.0,127.1,831.25,36.25,0.0,0.006,2,0.2344,152322.6,177056.1,11933102.2
NHTSA-2024-FR-0269,2024,Chevrolet,Silverado,truck,frontal,2100.9,59.1,9.3,1.53,0.817,374.5,171.4,115.7,895.09,35.29,0.0536,0.0077,2,0.4515,237852.7,283103.6,14446534.1
NHTSA-2004-FR-0270,2004,Honda,Accord,sedan,frontal,1367.6,55.5,10.3,1.12,0.717,391.3,153.1,95.2,769.03,30.07,0.1267,0.0328,1,0.4747,138213.3,162521.2,9314085.2
NHTSA-2004-SI-0271,2004,Rivian,R1T,ev,side,1995.2,48.6,92.7,1.66,0.981,504.1,156.9,129.1,1297.63,60.54,0.234,0.75,5,0.188,158167.1,181812.6,30863985.4
NHTSA-2003-RO-0272,2003,Hyundai,Ioniq 5,ev,rollover,2075.2,43.7,20.3,1.56,0.878,376.1,168.2,125.1,786.34,42.48,0.0,0.0108,1,0.2262,131857.7,152893.1,16288298.3
NHTSA-2017-SI-0273,2017,Toyota,Camry,sedan,side,1415.7,40.4,86.8,1.48,0.796,492.8,146.1,113.9,671.17,48.02,0.2908,0.9873,5,0.1504,77947.6,89145.4,32514395.4
NHTSA-2021-RO-0274,2021,Tesla,Model Y,ev,rollover,2178.1,46.5,21.3,1.4,0.95,463.7,169.6,123.2,984.51,43.4,0.0,0.0138,3,0.246,156131.6,181697.4,12633884.7
NHTSA-2017-SI-0275,2017,Ford,Explorer,suv,side,2170.6,46.1,86.5,1.31,1.044,471.4,162.0,114.5,834.57,33.96,0.2109,0.4723,4,0.3006,147366.1,177969.9,21442284.3
NHTSA-2008-SI-0276,2008,Toyota,Tundra,truck,side,2407.6,36.2,91.6,1.51,0.838,374.3,159.7,111.5,500.34,27.47,0.2057,0.4145,4,0.2268,106353.0,121721.3,36278511.8
NHTSA-2000-SI-0277,2000,Hyundai,Ioniq 5,ev,side,1994.2,57.8,85.9,1.16,1.053,392.9,179.3,110.1,1066.61,35.47,0.2852,0.9812,5,0.5244,221230.7,257033.3,23152479.6
NHTSA-2009-RO-0278,2009,Nissan,Altima,sedan,rollover,1349.9,54.5,39.2,1.23,0.91,343.8,148.3,99.4,856.78,29.36,0.0071,0.0038,2,0.4755,135300.8,154689.1,7653674.2
NHTSA-2016-RO-0279,2016,Rivian,R1T,ev,rollover,2057.4,45.9,43.0,1.12,1.07,521.8,170.6,129.2,830.18,39.99,0.0117,0.0087,2,0.2449,145440.3,167228.0,8393678.9
NHTSA-2010-SI-0280,2010,Ram,1500,truck,side,2000.2,44.2,93.7,1.7,0.811,417.8,174.7,114.9,993.43,43.22,0.1781,0.1951,4,0.2095,126708.9,150758.9,54767468.4
NHTSA-2008-FR-0281,2008,Nissan,Altima,sedan,frontal,1595.1,50.9,6.0,1.07,0.965,316.0,146.8,108.2,399.04,22.66,0.1132,0.0189,1,0.5236,130274.9,159436.8,4858819.2
NHTSA-2006-RO-0282,2006,Ram,1500,truck,rollover,2204.2,42.2,35.8,1.56,0.846,419.9,179.1,120.6,724.43,40.94,0.0,0.0089,1,0.2173,127182.5,151440.1,19817452.5
NHTSA-2017-SI-0283,2017,Honda,CR-V,suv,side,2167.6,43.9,92.0,1.27,1.039,431.2,163.7,123.4,741.84,32.29,0.2376,0.7581,5,0.3032,142239.9,161165.9,22669216.4
NHTSA-2007-FR-0284,2007,Chevrolet,Bolt,ev,frontal,1817.4,59.6,14.6,1.27,0.994,412.4,173.8,126.3,1299.41,44.57,0.0827,0.0303,3,0.3952,214716.0,249062.3,8931307.2
NHTSA-2004-SI-0285,2004,Chevrolet,Equinox,suv,side,1781.3,58.3,93.7,1.26,0.923,444.4,147.2,121.2,1498.82,42.08,0.2175,0.5612,5,0.4125,201637.2,233581.9,22003356.4
NHTSA-2007-RO-0286,2007,Chevrolet,Silverado,truck,rollover,2192.9,40.3,23.4,1.12,0.879,459.3,161.2,123.9,575.78,32.81,0.0042,0.0035,1,0.247,117305.9,137402.3,10589388.8
NHTSA-2008-SI-0287,2008,Hyundai,Ioniq 5,ev,side,2388.6,54.4,90.3,1.59,1.09,515.3,151.0,110.8,1389.09,48.33,0.1983,0.3653,4,0.3124,226472.5,272713.2,19683786.8
NHTSA-2005-SI-0288,2005,Honda,Accord,sedan,side,1657.8,39.8,85.7,1.49,0.73,455.3,147.7,107.7,807.54,40.62,0.2718,0.9566,5,0.1904,88482.0,101312.6,38374610.8
NHTSA-2011-RO-0289,2011,Jeep,Grand Cherokee,suv,rollover,1992.5,53.2,44.3,1.3,0.792,403.6,174.2,124.1,1006.34,34.35,0.0,0.007,2,0.3951,187556.8,217563.8,18092686.6
NHTSA-2012-SI-0290,2012,Ford,Mustang Mach-E,ev,side,2332.0,49.2,91.5,1.52,0.961,463.7,164.5,119.7,1094.7,41.36,0.2105,0.472,4,0.2798,188856.4,217782.9,31248546.3
NHTSA-2003-RO-0291,2003,Ford,Fusion,sedan,rollover,1458.3,53.7,36.0,1.17,0.811,412.9,164.6,97.4,960.1,31.68,0.0095,0.0055,2,0.4378,139947.9,162240.9,11588928.1
NHTSA-2001-FR-0292,2001,Toyota,Tundra,truck,frontal,2707.6,61.0,13.2,1.15,0.729,476.8,150.7,118.1,748.51,28.17,0.1177,0.0238,1,0.6233,342105.4,388695.2,10323093.5
NHTSA-2014-SI-0293,2014,Hyundai,Tucson,suv,side,2127.9,49.6,95.0,1.46,0.906,518.5,153.7,105.4,1028.39,36.41,0.1889,0.2648,4,0.3096,173455.1,201966.6,26422221.5
NHTSA-2002-RO-0294,2002,Ford,Mustang Mach-E,ev,rollover,2012.6,32.7,34.5,1.22,0.921,433.5,154.4,114.6,411.54,35.67,0.0012,0.0044,1,0.1516,71107.4,83026.7,8981696.6
NHTSA-2008-RO-0295,2008,Chevrolet,Silverado,truck,rollover,2439.6,50.9,41.0,1.37,0.803,449.3,163.2,122.5,925.12,34.18,0.0,0.0059,2,0.3625,212136.9,243848.0,15766587.7
NHTSA-2002-SI-0296,2002,Ford,Fusion,sedan,side,1482.3,42.7,88.2,1.22,0.778,331.9,151.1,102.4,692.09,26.26,0.2923,0.9883,5,0.3283,90070.6,104269.4,28354145.3
NHTSA-2011-SI-0297,2011,Chevrolet,Silverado,truck,side,2659.7,59.0,89.3,1.23,0.789,396.1,168.2,113.8,789.27,28.72,0.2472,0.8384,5,0.6333,294489.2,357192.0,38394204.1
NHTSA-2001-FR-0298,2001,Ford,Fusion,sedan,frontal,1531.2,60.8,12.6,1.1,0.903,302.6,167.6,105.6,522.43,23.79,0.1445,0.0584,1,0.7503,190865.5,218375.6,7651712.9
NHTSA-2024-RO-0299,2024,Ford,F-150,truck,rollover,2131.4,43.4,27.0,1.42,0.716,450.5,156.7,117.3,724.67,34.44,0.0,0.0046,1,0.233,131744.2,154885.0,18121211.2
NHTSA-2005-RO-0300,2005,Hyundai,Sonata,sedan,rollover,1671.0,49.2,38.3,1.48,0.797,414.5,168.2,105.8,996.73,40.27,0.001,0.0105,2,0.3131,133466.7,156052.8,16759774.7
NHTSA-2014-SI-0301,2014,Hyundai,Tucson,suv,side,1820.5,48.6,86.6,1.29,0.946,445.7,147.9,118.9,991.39,39.18,0.2038,0.4003,4,0.2943,140293.5,165893.1,21372159.2
NHTSA-2002-SI-0302,2002,Hyundai,Tucson,suv,side,2295.1,38.9,90.6,1.16,1.042,468.7,162.1,119.8,598.04,29.82,0.2293,0.6745,5,0.2627,117574.0,133988.0,19753436.0
NHTSA-2023-FR-0303,2023,Hyundai,Sonata,sedan,frontal,1617.4,48.4,10.7,1.31,0.88,478.8,150.6,112.8,760.25,39.72,0.0737,0.0117,1,0.2755,125534.7,146175.0,7774705.1
NHTSA-2001-FR-0304,2001,Hyundai,Tucson,suv,frontal,2102.5,61.5,10.5,1.21,0.958,349.9,159.6,110.3,601.16,25.97,0.0729,0.0056,1,0.7368,266174.7,306797.1,6847319.8
NHTSA-2022-RO-0305,2022,Chevrolet,Bolt,ev,rollover,2131.2,34.8,31.3,1.67,0.96,404.2,160.2,128.6,448.93,39.75,0.0,0.0071,1,0.132,88058.1,99574.4,13251048.7
NHTSA-2003-FR-0306,2003,Chevrolet,Silverado,truck,frontal,2256.1,57.5,13.2,1.63,0.861,552.5,161.5,110.2,1335.05,49.55,0.0265,0.038,3,0.3098,233358.4,287779.0,11632649.5
NHTSA-2001-RO-0307,2001,Ford,Mustang Mach-E,ev,rollover,2198.9,34.8,21.0,1.61,0.925,374.8,155.5,113.3,470.04,40.44,0.0,0.0077,1,0.1697,90408.5,102737.5,11755611.9
NHTSA-2021-SI-0308,2021,Toyota,Camry,sedan,side,1474.5,44.2,91.3,1.07,0.943,445.5,162.4,105.6,638.27,26.57,0.3708,1.0,5,0.2896,93776.3,111135.9,20541290.3
NHTSA-2009-RO-0309,2009,Ford,Explorer,suv,rollover,2002.7,36.8,40.5,1.16,0.821,451.2,169.2,119.1,532.52,30.76,0.0,0.0027,1,0.1989,84969.9,104634.9,13681340.8
NHTSA-2022-SI-0310,2022,Toyota,RAV4,suv,side,2005.2,58.2,88.9,1.0,0.854,516.1,163.6,121.0,1184.66,28.95,0.2787,0.9716,5,0.4724,217568.9,262040.7,26164158.9
NHTSA-2007-RO-0311,2007,Honda,Accord,sedan,rollover,1588.2,37.7,28.4,1.41,0.949,479.6,146.1,98.1,560.61,34.92,0.0,0.0043,1,0.1844,76465.6,87086.9,7688057.3
NHTSA-2012-RO-0312,2012,Chevrolet,Silverado,truck,rollover,2670.2,46.6,36.6,1.44,0.829,528.6,159.6,129.6,912.18,43.96,0.0,0.0137,3,0.2642,195836.0,223707.5,15344455.8
NHTSA-2005-SI-0313,2005,Honda,Accord,sedan,side,1733.2,52.4,92.7,1.29,0.843,467.6,168.1,109.5,1226.96,36.71,0.3172,0.998,5,0.3582,156486.8,183601.5,34282645.0
NHTSA-2017-RO-0314,2017,Chevrolet,Equinox,suv,rollover,2074.3,35.1,28.8,1.51,1.028,413.1,164.2,117.1,437.59,34.59,0.0,0.0039,1,0.1744,85725.7,98594.1,10394888.1
NHTSA-2016-RO-0315,2016,Toyota,RAV4,suv,rollover,1774.3,50.9,36.7,1.0,0.98,400.7,147.9,112.2,704.35,25.02,0.0,0.0021,1,0.4599,149739.2,177348.5,5824530.3
NHTSA-2019-FR-0316,2019,Nissan,Altima,sedan,frontal,1741.2,63.3,14.2,1.45,0.729,487.6,154.4,108.2,1371.33,40.18,0.0892,0.0314,3,0.4307,226296.5,269166.5,12875117.8
NHTSA-2001-RO-0317,2001,Ford,Mustang Mach-E,ev,rollover,2242.9,45.3,32.8,1.17,0.856,500.1,169.0,127.0,858.85,42.32,0.009,0.0112,2,0.2482,147437.7,177570.7,13231414.3
NHTSA-2017-FR-0318,2017,Ford,Mustang Mach-E,ev,frontal,2426.0,49.8,4.7,1.39,1.03,382.8,178.1,115.7,599.49,31.74,0.0581,0.0052,1,0.3982,200850.7,232121.0,9062466.6
NHTSA-2020-FR-0319,2020,Toyota,RAV4,suv,frontal,2110.0,45.8,0.3,1.26,1.021,478.2,174.7,114.9,560.57,28.53,0.0378,0.0031,1,0.3023,145371.3,170757.0,7971883.5
NHTSA-2004-FR-0320,2004,Hyundai,Ioniq 5,ev,frontal,2482.8,59.0,7.7,1.24,0.988,490.7,173.6,122.0,985.19,41.2,0.0641,0.0138,2,0.4636,287191.3,333434.7,8600366.3
NHTSA-2012-SI-0321,2012,Toyota,Camry,sedan,side,1318.5,53.1,90.4,1.02,0.74,335.9,146.1,99.4,731.73,23.96,0.3513,0.9998,5,0.5097,121868.8,143428.1,23836393.4
NHTSA-2003-FR-0322,2003,Chevrolet,Bolt,ev,frontal,2089.3,49.2,8.8,1.24,0.894,397.1,174.2,122.6,787.63,34.39,0.0631,0.0073,1,0.3407,168304.6,195117.4,10624760.8
NHTSA-2017-SI-0323,2017,Honda,Accord,sedan,side,1546.5,54.2,91.2,0.95,0.748,397.4,164.4,97.9,642.14,21.81,0.3417,0.9997,5,0.5744,151554.8,175272.4,28460654.9
NHTSA-2016-RO-0324,2016,Jeep,Grand Cherokee,suv,rollover,2213.9,31.7,29.7,1.12,0.855,418.2,170.5,110.4,264.24,23.05,0.0,0.0011,1,0.2044,72434.3,85830.5,11790580.3
NHTSA-2019-FR-0325,2019,Honda,CR-V,suv,frontal,2280.0,54.8,7.3,1.42,0.922,346.0,161.0,113.4,468.19,26.73,0.0527,0.0034,1,0.5502,228514.9,264156.3,8985319.4
NHTSA-2004-SI-0326,2004,Chevrolet,Bolt,ev,side,2245.4,52.8,94.9,1.25,0.855,460.5,164.5,111.9,1243.44,40.86,0.2584,0.9079,5,0.3781,202044.5,241505.2,31166540.5
NHTSA-2007-RO-0327,2007,Toyota,RAV4,suv,rollover,1975.1,53.8,37.8,1.55,0.848,435.6,161.8,120.2,1248.34,39.84,0.0,0.017,3,0.325,187195.5,220555.9,15415379.1
NHTSA-2001-FR-0328,2001,Ford,F-150,truck,frontal,2779.6,58.8,0.2,1.29,0.744,371.9,183.4,124.1,530.08,28.34,0.1108,0.0183,1,0.6488,328730.4,370767.8,18137386.6
NHTSA-2008-RO-0329,2008,Honda,CR-V,suv,rollover,2183.2,46.1,26.7,1.02,0.761,401.5,153.4,109.5,447.41,22.86,0.0,0.0013,1,0.4694,157546.7,179003.0,10542099.7
NHTSA-2014-RO-0330,2014,Ford,Fusion,sedan,rollover,1685.9,53.4,42.0,0.91,0.807,438.7,154.4,113.0,639.79,24.78,0.0327,0.0025,1,0.5182,162411.5,185472.4,8697783.9
NHTSA-2022-RO-0331,2022,Chevrolet,Bolt,ev,rollover,2418.3,37.7,24.5,1.31,0.962,427.9,174.6,113.3,453.19,27.13,0.0,0.0018,1,0.2337,117340.0,132604.4,11678618.6
NHTSA-2021-FR-0332,2021,Ford,Mustang Mach-E,ev,frontal,1827.9,45.0,3.7,1.32,1.008,381.6,157.5,129.9,749.72,40.31,0.0565,0.0102,1,0.2294,118278.6,142804.7,7320166.9
NHTSA-2013-SI-0333,2013,GMC,Sierra,truck,side,2275.2,54.3,86.0,1.67,0.846,540.8,159.5,127.3,1632.41,55.5,0.2065,0.4802,4,0.2586,222697.3,258811.9,42926817.2
NHTSA-2006-SI-0334,2006,Toyota,Tundra,truck,side,2091.9,53.6,87.5,1.33,0.827,545.1,165.9,111.3,1431.37,45.56,0.2359,0.75,5,0.3172,195396.7,231865.2,35968162.1
NHTSA-2012-FR-0335,2012,Ford,Mustang Mach-E,ev,frontal,2097.6,58.6,5.9,1.37,1.068,386.6,164.7,119.3,1073.46,38.56,0.0687,0.0136,2,0.4374,227712.0,277896.4,7062934.2
NHTSA-2006-RO-0336,2006,Ram,1500,truck,rollover,2536.7,41.6,28.9,1.18,0.839,444.0,187.8,127.1,586.58,31.88,0.003,0.0032,1,0.2832,142494.0,169363.9,17775430.6
NHTSA-2007-FR-0337,2007,Chevrolet,Equinox,suv,frontal,1923.2,60.3,7.8,1.45,0.895,473.8,154.0,112.6,1308.4,43.6,0.0351,0.0247,3,0.4074,227354.5,269788.9,8727230.8
NHTSA-2012-SI-0338,2012,Chevrolet,Bolt,ev,side,2237.5,45.8,93.8,1.65,0.875,400.2,150.8,127.7,984.72,46.64,0.2364,0.7509,5,0.2281,152845.1,181075.2,34915869.0
NHTSA-2007-FR-0339,2007,Hyundai,Tucson,suv,frontal,2077.5,61.7,8.5,1.43,0.855,423.3,164.9,118.4,1034.03,36.24,0.0499,0.0097,2,0.4867,258304.5,305124.0,11461756.2
NHTSA-2022-FR-0340,2022,Tesla,Model Y,ev,frontal,1850.4,58.9,13.0,1.46,1.082,453.4,160.3,111.5,1198.58,40.6,0.0434,0.0167,3,0.3641,217460.8,247663.0,6558180.3
NHTSA-2010-RO-0341,2010,Tesla,Model Y,ev,rollover,2319.0,35.1,38.7,1.31,1.039,522.4,159.5,129.9,416.17,42.92,0.004,0.0104,1,0.1388,94437.1,110225.0,8911508.0
NHTSA-2024-SI-0342,2024,Nissan,Altima,sedan,side,1663.6,56.5,94.5,0.99,0.975,433.6,158.1,113.0,882.32,25.64,0.3986,1.0,5,0.525,172926.5,204885.3,17507219.5
NHTSA-2013-RO-0343,2013,Ford,Explorer,suv,rollover,2069.4,36.3,43.2,1.31,0.832,515.4,162.9,110.7,446.25,34.06,0.0,0.0037,1,0.1812,92148.9,105201.7,13056431.8
NHTSA-2021-RO-0344,2021,Chevrolet,Bolt,ev,rollover,2357.9,37.6,41.5,1.69,1.008,366.9,151.8,113.7,437.21,33.15,0.0,0.0033,1,0.2028,111912.2,128607.4,9830211.9
NHTSA-2000-FR-0345,2000,Toyota,RAV4,suv,frontal,2321.6,47.0,11.9,1.06,0.756,382.7,151.1,105.6,341.94,23.91,0.0804,0.0063,1,0.5027,162916.3,197855.5,8251822.2
NHTSA-2013-SI-0346,2013,Nissan,Altima,sedan,side,1525.0,58.6,87.5,1.02,0.979,362.7,141.0,111.8,893.9,24.85,0.3714,1.0,5,0.5808,165192.3,202036.6,13602600.4
NHTSA-2022-SI-0347,2022,Nissan,Altima,sedan,side,1432.4,49.3,89.2,1.06,0.827,474.8,168.7,98.4,882.21,30.88,0.3158,0.9978,5,0.3481,113921.1,134314.6,27650466.6
NHTSA-2018-FR-0348,2018,Toyota,Camry,sedan,frontal,1665.7,49.3,13.6,1.17,0.844,415.3,157.9,110.4,553.03,30.47,0.1065,0.0164,1,0.3775,134707.5,156190.9,8331134.9
NHTSA-2008-FR-0349,2008,Jeep,Grand Cherokee,suv,frontal,2170.7,62.5,8.8,1.51,0.949,492.4,157.2,120.4,1454.77,46.43,0.0398,0.0413,3,0.4318,278843.2,327133.4,8876378.5
NHTSA-2008-SI-0350,2008,Tesla,Model 3,ev,side,2399.3,48.2,92.3,1.36,1.027,528.3,169.8,126.1,1055.35,46.1,0.2788,0.9721,5,0.2582,185099.0,215052.1,27418399.2
NHTSA-2006-RO-0351,2006,Chevrolet,Equinox,suv,rollover,2009.4,41.5,32.9,1.39,0.923,505.9,179.3,106.4,592.11,36.74,0.0,0.0053,1,0.2337,120113.6,133514.2,13733887.7
NHTSA-2005-SI-0352,2005,Chevrolet,Silverado,truck,side,2454.3,38.1,93.1,1.19,0.835,425.9,184.6,111.0,563.9,28.07,0.2345,0.7282,5,0.2707,114739.0,137449.3,40664775.6
NHTSA-2001-RO-0353,2001,Toyota,Camry,sedan,rollover,1380.1,35.2,26.3,1.47,0.839,484.3,151.2,103.1,494.36,53.0,0.0001,0.0357,3,0.1261,57138.1,65972.2,11483209.2
NHTSA-2024-SI-0354,2024,Toyota,Tundra,truck,side,2143.0,52.5,85.3,1.76,0.91,386.3,181.0,114.3,1157.08,36.77,0.1826,0.2216,4,0.3361,198987.6,227879.8,48743676.4
NHTSA-2014-SI-0355,2014,GMC,Sierra,truck,side,2058.2,40.9,89.9,1.51,0.898,490.1,177.7,118.8,841.25,43.94,0.2187,0.5623,5,0.1796,115168.8,132830.9,42393765.9
NHTSA-2010-RO-0356,2010,Honda,CR-V,suv,rollover,2325.0,33.6,30.7,1.05,0.807,384.7,158.4,107.7,271.89,21.5,0.0,0.001,1,0.2792,85461.2,101266.7,10278827.3
NHTSA-2002-FR-0357,2002,Ford,Fusion,sedan,frontal,1418.0,52.0,3.8,1.26,0.869,324.1,162.8,112.3,731.36,31.37,0.1032,0.0156,1,0.4044,123964.9,147927.2,9180739.7
NHTSA-2009-RO-0358,2009,Tesla,Model Y,ev,rollover,2378.7,37.7,36.8,1.42,1.01,479.2,151.3,128.5,565.28,44.85,0.0,0.0133,1,0.1641,110917.7,130433.0,8960266.2
NHTSA-2018-SI-0359,2018,Nissan,Altima,sedan,side,1469.2,55.1,89.7,1.47,0.722,485.4,166.5,95.9,1299.85,40.08,0.2523,0.8746,5,0.3251,148007.4,172087.4,47554879.8
NHTSA-2019-FR-0360,2019,Toyota,Camry,sedan,frontal,1369.9,59.8,12.5,1.02,0.893,326.8,145.0,109.5,648.33,24.2,0.1505,0.0727,1,0.6258,160811.8,188997.6,5305620.6
NHTSA-2001-SI-0361,2001,Chevrolet,Malibu,sedan,side,1716.9,35.7,88.5,1.35,0.773,475.8,166.9,95.5,594.13,35.9,0.2758,0.9657,5,0.186,72178.7,84420.2,38312648.6
NHTSA-2003-FR-0362,2003,Tesla,Model Y,ev,frontal,1870.3,61.5,3.0,1.45,0.937,505.0,165.5,124.8,1576.01,60.19,0.0558,0.1257,4,0.3216,238015.2,272914.4,10119309.6
NHTSA-2012-FR-0363,2012,Ford,Explorer,suv,frontal,2280.7,53.7,0.2,1.07,0.78,349.6,176.4,112.1,345.78,20.8,0.101,0.0121,1,0.6577,216695.0,253735.8,11716498.7
NHTSA-2020-SI-0364,2020,Toyota,Tundra,truck,side,2490.5,45.8,87.6,1.66,0.95,448.9,186.7,112.7,889.38,37.29,0.1964,0.3271,4,0.2672,167234.9,201549.9,45070654.1
NHTSA-2019-FR-0365,2019,Chevrolet,Silverado,truck,frontal,2160.8,54.5,3.9,1.14,0.833,556.8,189.4,118.7,970.35,39.42,0.0742,0.0133,2,0.3554,206470.7,247612.5,13426043.8
NHTSA-2004-RO-0366,2004,Tesla,Model Y,ev,rollover,1938.6,50.8,39.7,1.14,0.952,423.5,170.9,114.7,903.86,32.62,0.0043,0.0051,2,0.3668,166330.2,193010.4,9982130.6
NHTSA-2007-RO-0367,2007,Honda,Accord,sedan,rollover,1645.8,51.9,38.8,1.23,0.789,342.1,141.4,109.5,683.37,27.84,0.0127,0.0026,1,0.4592,145145.9,171031.8,9738375.5
NHTSA-2018-SI-0368,2018,Ram,1500,truck,side,2710.4,54.5,92.2,1.63,0.783,424.7,153.2,117.6,1043.95,35.28,0.1817,0.2132,4,0.4238,273347.5,310592.8,42136552.0
NHTSA-2014-FR-0369,2014,Chevrolet,Equinox,suv,frontal,2238.6,62.2,8.1,1.51,1.015,362.4,154.0,109.2,743.09,29.84,0.0421,0.0041,1,0.621,277512.5,334135.2,6909258.4
NHTSA-2002-FR-0370,2002,Nissan,Altima,sedan,frontal,1471.0,51.9,8.7,1.37,0.777,484.8,167.4,113.9,1138.58,51.05,0.0879,0.0402,3,0.2686,131884.0,152866.5,13428837.0
NHTSA-2010-RO-0371,2010,Hyundai,Tucson,suv,rollover,2340.1,48.0,41.2,1.24,0.812,366.2,155.2,120.4,505.28,25.86,0.0,0.0017,1,0.4459,179778.1,208008.9,12299999.4
NHTSA-2017-RO-0372,2017,Tesla,Model 3,ev,rollover,2055.0,52.1,31.3,1.36,1.042,357.0,152.6,111.2,772.24,28.42,0.0,0.003,1,0.423,188045.5,215205.0,7431205.3
NHTSA-2002-RO-0373,2002,Chevrolet,Bolt,ev,rollover,2310.2,43.0,40.8,1.64,1.007,418.9,158.8,118.1,856.87,40.64,0.0,0.0094,2,0.2169,138194.5,164797.8,10916679.1
NHTSA-2020-SI-0374,2020,Honda,Accord,sedan,side,1281.0,43.0,93.6,1.0,0.987,458.3,148.9,107.9,729.62,30.21,0.4065,1.0,5,0.2484,77953.4,91380.0,14531839.1
NHTSA-2005-SI-0375,2005,Jeep,Grand Cherokee,suv,side,2267.7,39.5,91.4,1.09,0.952,441.7,173.7,122.6,575.49,27.38,0.2498,0.8565,5,0.2831,116142.8,136503.8,26581870.7
NHTSA-2007-SI-0376,2007,Jeep,Grand Cherokee,suv,side,2048.5,37.7,89.0,1.11,1.007,468.7,149.7,113.8,539.52,27.46,0.2512,0.8656,5,0.2437,98859.2,112326.9,16243873.3
NHTSA-2015-SI-0377,2015,Tesla,Model Y,ev,side,2124.4,51.2,89.7,1.66,0.908,507.3,177.9,126.8,1252.23,52.41,0.228,0.6747,5,0.2176,183320.7,214852.9,47649181.7
NHTSA-2024-RO-0378,2024,Honda,Accord,sedan,rollover,1543.6,41.6,32.7,1.18,0.849,339.0,154.9,101.6,491.85,19.91,0.0122,0.0013,1,0.3198,85102.6,103059.1,9495202.5
NHTSA-2013-RO-0379,2013,Rivian,R1T,ev,rollover,1870.4,37.5,27.7,1.11,1.054,509.4,172.7,116.9,501.41,33.33,0.0063,0.0036,1,0.1745,89189.2,101475.7,8236347.0
NHTSA-2015-FR-0380,2015,Ford,Mustang Mach-E,ev,frontal,2338.0,55.1,14.6,1.57,0.918,363.7,156.3,113.1,860.38,30.48,0.0456,0.0052,2,0.4419,239063.8,273850.0,9303724.3
